NGA,PolityID,PolityName,Section,Subsection,value_from,value_to,year_from,year_to,is_disputed,is_uncertain
Upper Egypt,200,eg_thebes_libyan,wf,leathers,present,,,,False,False
Upper Egypt,361,eg_thulunid_ikhshidid,wf,leathers,present,,,,False,False
Susiana,495,ir_elam_1,wf,leathers,unknown,,,,False,False
Susiana,502,ir_elam_8,wf,leathers,present,,,,False,False
Susiana,497,ir_elam_3,wf,leathers,present,,,,False,False
Susiana,500,ir_elam_6,wf,leathers,present,,,,False,False
Susiana,499,ir_elam_5,wf,leathers,present,,,,False,False
Susiana,498,ir_elam_4,wf,leathers,present,,,,False,False
Susiana,496,ir_elam_2,wf,leathers,present,,,,False,False
Susiana,501,ir_elam_7,wf,leathers,present,,,,False,False
Susiana,503,ir_neo_elam_1,wf,leathers,present,,,,False,False
Susiana,504,ir_neo_elam_2,wf,leathers,present,,,,False,False
Susiana,505,ir_neo_elam_3,wf,leathers,present,,,,False,False
Susiana,507,ir_elymais_2,wf,leathers,present,,,,False,False
Basin of Mexico,13,mx_basin_of_mexico_8,wf,leathers,present,,,,False,False
Middle Yellow River Valley,422,cn_erligang,wf,leathers,present,,,,False,False
Middle Yellow River Valley,421,cn_erlitou,wf,leathers,present,,,,False,False
Latium,187,it_ravenna_exarchate,wf,leathers,present,,,,False,False
Upper Egypt,221,tn_fatimid_cal,wf,leathers,present,,,,False,False
Crete,65,gr_crete_post_palace_2,wf,leathers,present,,,,False,False
Susiana,486,ir_susiana_formative,wf,leathers,unknown,,,,False,False
Paris Basin,460,fr_bourbon_k_1,wf,leathers,present,,,,False,False
Paris Basin,333,fr_valois_k_1,wf,leathers,present,,,,False,False
Paris Basin,461,fr_bourbon_k_2,wf,leathers,present,,,,False,False
Paris Basin,458,fr_capetian_k_2,wf,leathers,present,,,,False,False
Paris Basin,459,fr_valois_k_2,wf,leathers,present,,,,False,False
Cambodian Basin,37,kh_funan_1,wf,leathers,absent,,,,False,False
Cambodian Basin,38,kh_funan_2,wf,leathers,absent,,,,False,False
Middle Ganga,405,in_gahadavala_dyn,wf,leathers,present,,,,False,False
Crete,66,gr_crete_geometric,wf,leathers,present,,,,False,False
Kachi Plain,134,af_ghur_principality,wf,leathers,present,,,,False,False
Middle Yellow River Valley,269,cn_ming_dyn,wf,leathers,present,,,,False,False
Middle Yellow River Valley,268,cn_yuan_dyn,wf,leathers,present,,,,False,False
Middle Yellow River Valley,268,cn_yuan_dyn,wf,leathers,present,,,,False,False
Sogdiana,350,af_greco_bactrian_k,wf,leathers,present,,,,False,False
Middle Ganga,388,in_gupta_emp,wf,leathers,present,,,,False,False
Middle Ganga,418,in_gurjara_pratihara_dyn,wf,leathers,present,,,,False,False
Paris Basin,449,fr_hallstatt_a_b1,wf,leathers,unknown,,,,False,False
Paris Basin,450,fr_hallstatt_b2_3,wf,leathers,present,,,,False,False
Paris Basin,451,fr_hallstatt_c,wf,leathers,present,,,,False,False
Paris Basin,452,fr_hallstatt_d,wf,leathers,present,,,,False,False
Konya Plain,164,tr_hatti_new_k,wf,leathers,present,,,,False,False
Konya Plain,162,tr_hatti_old_k,wf,leathers,present,,,,False,False
Finger Lakes,101,us_haudenosaunee_1,wf,leathers,present,,,,False,False
Finger Lakes,102,us_haudenosaunee_2,wf,leathers,present,,,,False,False
Big Island Hawaii,17,us_hawaii_1,wf,leathers,unknown,,,,False,False
Big Island Hawaii,18,us_hawaii_2,wf,leathers,unknown,,,,False,False
Big Island Hawaii,19,us_hawaii_3,wf,leathers,absent,,,,False,False
Kansai,147,jp_heian,wf,leathers,present,,,,False,False
Crete,69,gr_crete_hellenistic,wf,leathers,present,,,,False,False
Sogdiana,129,af_hephthalite_emp,wf,leathers,present,,,,False,False
Yemeni Coastal Plain,353,ye_himyar_1,wf,leathers,present,,,,False,False
Yemeni Coastal Plain,354,ye_himyar_2,wf,leathers,present,,,,False,False
Southern China Hills,471,cn_hmong_2,wf,leathers,unknown,,,,False,False
Southern China Hills,470,cn_hmong_1,wf,leathers,present,,,,False,False
Deccan,95,in_hoysala_k,wf,leathers,present,,,,False,False
Kapuasi Basin,154,id_iban_2,wf,leathers,present,,,,False,False
Kapuasi Basin,153,id_iban_1,wf,leathers,present,,,,False,False
Iceland,115,is_icelandic_commonwealth,wf,leathers,present,,,,False,False
Susiana,172,ir_il_khanate,wf,leathers,present,,,,False,False
Cuzco,83,pe_inca_emp,wf,leathers,present,,,,False,False
Kachi Plain,126,pk_indo_greek_k,wf,leathers,present,,,,False,False
Southern Mesopotamia,478,iq_isin_larsa,wf,leathers,present,,,,False,False
Kansai,151,jp_azuchi_momoyama,wf,leathers,present,,,,False,False
Kansai,140,jp_jomon_3,wf,leathers,absent,,,,False,False
Kansai,143,jp_jomon_6,wf,leathers,absent,,,,False,False
Kansai,138,jp_jomon_1,wf,leathers,absent,,,,False,False
Kansai,139,jp_jomon_2,wf,leathers,absent,,,,False,False
Kansai,142,jp_jomon_5,wf,leathers,absent,,,,False,False
Kansai,141,jp_jomon_4,wf,leathers,absent,,,,False,False
Central Java,46,id_buni,wf,leathers,unknown,,-400,149,False,False
Central Java,46,id_buni,wf,leathers,present,,150,500,False,False
Niger Inland Delta,427,ml_jenne_jeno_1,wf,leathers,absent,,,,False,False
Niger Inland Delta,428,ml_jenne_jeno_2,wf,leathers,absent,,,,False,False
Niger Inland Delta,430,ml_jenne_jeno_3,wf,leathers,absent,,,,False,False
Niger Inland Delta,431,ml_jenne_jeno_4,wf,leathers,present,,,,False,True
Niger Inland Delta,431,ml_jenne_jeno_4,wf,leathers,absent,,,,False,True
Middle Yellow River Valley,245,cn_jin_spring_and_autumn,wf,leathers,present,,,,False,False
Middle Yellow River Valley,266,cn_later_great_jin,wf,leathers,present,,,,False,False
Kachi Plain,117,pk_kachi_enl,wf,leathers,unknown,,,,False,False
Kachi Plain,118,pk_kachi_lnl,wf,leathers,unknown,,,,False,False
Kachi Plain,119,pk_kachi_ca,wf,leathers,unknown,,,,False,False
Kachi Plain,123,pk_kachi_post_urban,wf,leathers,absent,,-1800,-1700,False,False
Kachi Plain,123,pk_kachi_post_urban,wf,leathers,unknown,,-1600,-1301,False,False
Kachi Plain,120,pk_kachi_pre_urban,wf,leathers,unknown,,,,False,False
Kachi Plain,124,pk_kachi_proto_historic,wf,leathers,unknown,,,,False,False
Kachi Plain,121,pk_kachi_urban_1,wf,leathers,unknown,,,,False,False
Kachi Plain,122,pk_kachi_urban_2,wf,leathers,unknown,,,,False,False
Deccan,91,in_kadamba_emp,wf,leathers,present,,,,False,False
Central Java,47,id_kalingga_k,wf,leathers,present,,,,False,False
Kansai,148,jp_kamakura,wf,leathers,present,,,,False,False
Deccan,96,in_kampili_k,wf,leathers,present,,,,False,False
Middle Ganga,417,in_kannauj_varman_dyn,wf,leathers,present,,,,False,False
Kansai,145,jp_kofun,wf,leathers,present,,,,False,False
Kansai,144,jp_yayoi,wf,leathers,present,,,,False,False
Sogdiana,289,kg_kara_khanid_dyn,wf,leathers,present,,,,False,False
Central Java,49,id_kediri_k,wf,leathers,present,,,,False,False
Sogdiana,469,uz_janid_dyn,wf,leathers,present,,,,False,False
Orkhon Valley,288,mn_khitan_1,wf,leathers,present,,,,False,False
Cambodian Basin,43,kh_khmer_k,wf,leathers,present,,,,False,False
Sogdiana,281,af_kidarite_k,wf,leathers,present,,,,False,False
Middle Ganga,416,in_ayodhya_k,wf,leathers,present,,,,False,False
Big Island Hawaii,20,us_kamehameha_k,wf,leathers,absent,,,,False,False
Konya Plain,168,tr_lydia_k,wf,leathers,unknown,,,,False,False
Iceland,116,no_norway_k_2,wf,leathers,present,,,,False,False
Sogdiana,464,uz_koktepe_1,wf,leathers,present,,,,False,False
Sogdiana,466,uz_koktepe_2,wf,leathers,present,,,,False,False
Konya Plain,156,tr_konya_mnl,wf,leathers,unknown,,,,False,False
Konya Plain,160,tr_konya_eba,wf,leathers,unknown,,,,False,False
Konya Plain,158,tr_konya_eca,wf,leathers,unknown,,,,False,False
Konya Plain,155,tr_konya_enl,wf,leathers,unknown,,,,False,False
Konya Plain,163,tr_konya_lba,wf,leathers,present,,,,False,False
Konya Plain,159,tr_konya_lca,wf,leathers,unknown,,,,False,False
Konya Plain,157,tr_konya_lnl,wf,leathers,unknown,,,,False,False
Sogdiana,127,af_kushan_emp,wf,leathers,present,,,,False,False
Paris Basin,453,fr_la_tene_a_b1,wf,leathers,present,,,,False,False
Paris Basin,454,fr_la_tene_b2_c1,wf,leathers,present,,,,False,False
Paris Basin,455,fr_la_tene_c2_d,wf,leathers,present,,,,False,False
Garo Hills,112,in_achik_2,wf,leathers,absent,,,,False,False
Cambodian Basin,42,kh_angkor_3,wf,leathers,present,,,,False,False
Konya Plain,170,tr_cappadocia_2,wf,leathers,present,,,,False,False
Basin of Mexico,10,mx_basin_of_mexico_5,wf,leathers,absent,,,,False,False
Orkhon Valley,443,mn_mongol_late,wf,leathers,present,,,,False,False
Middle Yellow River Valley,2,cn_qing_dyn_2,wf,leathers,present,,,,False,False
Latium,184,it_roman_rep_3,wf,leathers,present,,,,False,False
Middle Yellow River Valley,243,cn_late_shang_dyn,wf,leathers,present,,,,False,False
Orkhon Valley,274,mn_hunnu_late,wf,leathers,present,,,,False,False
Niger Inland Delta,224,mr_wagadu_3,wf,leathers,present,,,,False,True
Niger Inland Delta,224,mr_wagadu_3,wf,leathers,absent,,,,False,True
Latium,180,it_latium_ia,wf,leathers,present,,,,False,False
Middle Yellow River Valley,420,cn_longshan,wf,leathers,unknown,,,,False,False
Konya Plain,169,tr_lysimachus_k,wf,leathers,present,,,,False,False
Middle Ganga,390,in_magadha_k,wf,leathers,present,,,,False,False
Middle Ganga,87,in_mauryan_emp,wf,leathers,present,,,,False,False
Middle Ganga,385,in_sunga_emp,wf,leathers,present,,,,False,False
Middle Ganga,384,in_mahajanapada,wf,leathers,unknown,,,,False,False
Central Java,50,id_majapahit_k,wf,leathers,present,,,,False,False
Niger Inland Delta,229,ml_mali_emp,wf,leathers,present,,,,False,False
Central Java,51,id_mataram_k,wf,leathers,present,,,,False,False
Central Java,48,id_medang_k,wf,leathers,present,,,,False,False
Konya Plain,161,tr_central_anatolia_mba,wf,leathers,unknown,,,,False,False
Basin of Mexico,9,mx_basin_of_mexico_4,wf,leathers,absent,,,,False,False
Paris Basin,306,fr_merovingian_emp_2,wf,leathers,present,,,,False,False
Basin of Mexico,15,mx_basin_of_mexico_10,wf,leathers,present,,,,False,False
Latium,183,it_roman_rep_2,wf,leathers,present,,,,False,False
Niger Inland Delta,216,mr_wagadu_2,wf,leathers,present,,,,False,True
Niger Inland Delta,216,mr_wagadu_2,wf,leathers,absent,,,,False,True
Orkhon Valley,267,mn_mongol_emp,wf,leathers,present,,,,False,False
Crete,63,gr_crete_mono_palace,wf,leathers,present,,,,False,False
Valley of Oaxaca,527,mx_monte_alban_2,wf,leathers,unknown,,,,False,False
Valley of Oaxaca,528,mx_monte_alban_3_a,wf,leathers,unknown,,,,False,False
Valley of Oaxaca,529,mx_monte_alban_3_b_4,wf,leathers,unknown,,,,False,False
Valley of Oaxaca,526,mx_monte_alban_1_late,wf,leathers,unknown,,,,False,False
Valley of Oaxaca,532,mx_monte_alban_5,wf,leathers,present,,,,False,False
Kachi Plain,98,in_mughal_emp,wf,leathers,present,,,,False,False
Upper Egypt,511,eg_naqada_1,wf,leathers,absent,,,,False,False
Upper Egypt,512,eg_naqada_2,wf,leathers,present,,,,False,False
,263,jp_nara,wf,leathers,present,,,,False,False
North Colombia,435,co_neguanje,wf,leathers,unknown,,,,False,False
North Colombia,435,co_neguanje,wf,leathers,unknown,,,,False,False
Southern Mesopotamia,106,iq_neo_assyrian_emp,wf,leathers,present,,,,False,False
Southern Mesopotamia,346,iq_neo_babylonian_emp,wf,leathers,present,,,,False,False
Konya Plain,165,tr_neo_hittite_k,wf,leathers,present,,,,False,False
Crete,62,gr_crete_new_palace,wf,leathers,present,,,,False,False
Middle Yellow River Valley,425,cn_northern_song_dyn,wf,leathers,present,,,,False,False
Middle Yellow River Valley,258,cn_northern_wei_dyn,wf,leathers,present,,,,False,False
Valley of Oaxaca,524,mx_rosario,wf,leathers,unknown,,,,False,False
Valley of Oaxaca,523,mx_san_jose,wf,leathers,unknown,,,,False,False
Valley of Oaxaca,522,mx_tierras_largas,wf,leathers,unknown,,,,False,False
Cahokia,29,us_oneota,wf,leathers,unknown,,,,False,False
Oro PNG,446,pg_orokaiva_colonial,wf,leathers,absent,,,,False,False
Oro PNG,445,pg_orokaiva_pre_colonial,wf,leathers,absent,,,,False,False
Latium,186,it_ostrogoth_k,wf,leathers,present,,,,False,False
Konya Plain,173,tr_ottoman_emirate,wf,leathers,present,,,,False,False
Konya Plain,174,tr_ottoman_emp_1,wf,leathers,present,,,,False,False
Konya Plain,175,tr_ottoman_emp_2,wf,leathers,present,,,,False,False
Konya Plain,176,tr_ottoman_emp_3,wf,leathers,present,,,,False,False
Latium,192,it_papal_state_3,wf,leathers,present,,,,False,False
Latium,193,it_papal_state_4,wf,leathers,absent,,,,False,False
Latium,190,it_papal_state_1,wf,leathers,present,,,,False,False
Latium,191,it_papal_state_2,wf,leathers,present,,,,False,False
Susiana,125,ir_parthian_emp_1,wf,leathers,present,,,,False,False
Southern Mesopotamia,483,iq_parthian_emp_2,wf,leathers,present,,,,False,False
Middle Yellow River Valley,543,cn_peiligang,wf,leathers,absent,,,,False,False
Galilee,104,lb_phoenician_emp,wf,leathers,present,,,,False,False
Konya Plain,166,tr_phrygian_k,wf,leathers,unknown,,,,False,False
Deccan,88,in_post_mauryan_k,wf,leathers,present,,,,False,False
Crete,64,gr_crete_post_palace_1,wf,leathers,present,,,,False,False
Susiana,485,ir_susiana_pre_ceramic,wf,leathers,unknown,,,,False,False
Crete,60,gr_crete_pre_palace,wf,leathers,unknown,,,,False,False
Paris Basin,456,fr_merovingian_emp_3,wf,leathers,present,,,,False,False
Paris Basin,457,fr_capetian_k_1,wf,leathers,present,,,,False,False
Upper Egypt,109,eg_ptolemaic_k_1,wf,leathers,present,,,,False,False
Upper Egypt,207,eg_ptolemaic_k_2,wf,leathers,present,,,,False,False
Susiana,509,ir_qajar_dyn,wf,leathers,present,,,,False,False
Deccan,93,in_rashtrakuta_emp,wf,leathers,present,,,,False,False
Yemeni Coastal Plain,368,ye_rasulid_dyn,wf,leathers,present,,,,False,False
Cambodian Basin,45,th_rattanakosin,wf,leathers,unknown,,,,False,False
Latium,188,it_st_peter_rep_1,wf,leathers,present,,,,False,False
Crete,544,it_venetian_rep_3,wf,leathers,present,,,,False,False
Crete,545,it_venetian_rep_4,wf,leathers,present,,,,False,False
Konya Plain,71,tr_roman_dominate,wf,leathers,present,,,,False,False
Latium,70,it_roman_principate,wf,leathers,present,,,,False,False
Latium,181,it_roman_k,wf,leathers,present,,,,False,False
Latium,189,it_st_peter_rep_2,wf,leathers,present,,,,False,False
Orkhon Valley,278,mn_rouran_khaganate,wf,leathers,present,,,,False,False
Konya Plain,171,tr_rum_sultanate,wf,leathers,present,,,,False,False
Niger Inland Delta,432,ma_saadi_sultanate,wf,leathers,present,,,,False,False
Susiana,374,ir_safavid_emp,wf,leathers,present,,,,False,False
Lena River Valley,194,ru_sakha_early,wf,leathers,present,,,,False,False
Lena River Valley,195,ru_sakha_late,wf,leathers,present,,,,False,False
Sogdiana,287,uz_samanid_emp,wf,leathers,present,,,,False,False
Sogdiana,462,tj_sarasm,wf,leathers,unknown,,,,False,False
Susiana,128,ir_sassanid_emp_1,wf,leathers,present,,,,False,False
Susiana,130,ir_sassanid_emp_2,wf,leathers,present,,,,False,False
Deccan,89,in_satavahana_emp,wf,leathers,present,,,,False,False
Southern Mesopotamia,480,iq_isin_dynasty2,wf,leathers,present,,,,False,False
Orkhon Valley,440,mn_turk_khaganate_2,wf,leathers,present,,,,False,False
Niger Inland Delta,433,ml_segou_k,wf,leathers,present,,,,False,False
Southern Mesopotamia,108,ir_seleucid_emp,wf,leathers,present,,,,False,False
Susiana,364,ir_seljuk_sultanate,wf,leathers,present,,,,False,False
Orkhon Valley,439,mn_shiwei,wf,leathers,present,,,,False,False
Lowland Andes,196,ec_shuar_1,wf,leathers,present,,,,False,False
Lowland Andes,197,ec_shuar_2,wf,leathers,unknown,,,,False,False
Kachi Plain,133,pk_sind_abbasid_fatimid,wf,leathers,present,,,,False,False
Kachi Plain,136,pk_samma_dyn,wf,leathers,present,,,,False,False
Sogdiana,468,uz_sogdiana_city_states,wf,leathers,present,,,,False,False
Niger Inland Delta,242,ml_songhai_2,wf,leathers,present,,,,False,False
Cuzco,84,es_spanish_emp_1,wf,leathers,present,,,,False,False
Middle Yellow River Valley,260,cn_sui_dyn,wf,leathers,present,,,,False,False
Susiana,492,ir_susa_1,wf,leathers,unknown,,,,False,False
Susiana,493,ir_susa_2,wf,leathers,unknown,,,,False,False
Susiana,494,ir_susa_3,wf,leathers,unknown,,,,False,False
Susiana,490,ir_susiana_ubaid_1,wf,leathers,unknown,,,,False,False
Susiana,491,ir_susiana_ubaid_2,wf,leathers,unknown,,,,False,False
Susiana,487,ir_susiana_archaic,wf,leathers,unknown,,,,False,False
Susiana,488,ir_susiana_a,wf,leathers,unknown,,,,False,False
Susiana,489,ir_susiana_b,wf,leathers,unknown,,,,False,False
Konya Plain,167,tr_tabal_k,wf,leathers,unknown,,,,False,False
North Colombia,436,co_tairona,wf,leathers,unknown,,,,False,False
North Colombia,436,co_tairona,wf,leathers,unknown,,,,False,False
Middle Yellow River Valley,261,cn_tang_dyn_1,wf,leathers,present,,,,False,False
Middle Yellow River Valley,264,cn_tang_dyn_2,wf,leathers,present,,,,False,False
Basin of Mexico,11,mx_basin_of_mexico_6,wf,leathers,absent,,,,False,False
Crete,74,gr_crete_emirate,wf,leathers,present,,,,False,False
Sogdiana,370,uz_timurid_emp,wf,leathers,present,,,,False,False
Sogdiana,467,af_tocharian,wf,leathers,present,,,,False,False
Kansai,152,jp_tokugawa_shogunate,wf,leathers,present,,,,False,False
Basin of Mexico,14,mx_toltec,wf,leathers,present,,,,False,False
Southern Mesopotamia,473,iq_ubaid,wf,leathers,unknown,,,,False,False
Orkhon Valley,286,mn_uygur_khaganate,wf,leathers,present,,,,False,False
Southern Mesopotamia,131,sy_umayyad_cal,wf,leathers,present,,,,False,False
Southern Mesopotamia,477,iq_ur_dyn_3,wf,leathers,present,,,,False,False
Southern Mesopotamia,474,iq_uruk,wf,leathers,unknown,,,,False,False
Deccan,90,in_vakataka_k,wf,leathers,present,,,,False,False
Deccan,97,in_vijayanagara_emp,wf,leathers,present,,,,False,False
Cuzco,80,pe_wari_emp,wf,leathers,unknown,,,,False,False
Kansai,150,jp_sengoku_jidai,wf,leathers,present,,,,False,False
Middle Yellow River Valley,251,cn_western_han_dyn,wf,leathers,present,,,,False,False
Middle Yellow River Valley,254,cn_western_jin_dyn,wf,leathers,present,,,,False,False
Latium,185,it_western_roman_emp,wf,leathers,present,,,,False,False
Sogdiana,282,kg_western_turk_khaganate,wf,leathers,present,,,,False,False
Middle Yellow River Valley,244,cn_western_zhou_dyn,wf,leathers,present,,,,False,False
Orkhon Valley,438,mn_xianbei,wf,leathers,present,,,,False,False
Orkhon Valley,272,mn_hunnu_emp,wf,leathers,present,,,,False,False
Middle Yellow River Valley,419,cn_yangshao,wf,leathers,unknown,,,,False,False
Galilee,110,il_judea,wf,leathers,present,,,,False,False
Yemeni Coastal Plain,365,ye_warlords,wf,leathers,present,,,,False,False
Yemeni Coastal Plain,541,ye_qasimid_dyn,wf,leathers,unknown,,,,False,False
Yemeni Coastal Plain,372,ye_tahirid_dyn,wf,leathers,present,,,,False,False
Yemeni Coastal Plain,359,ye_ziyad_dyn,wf,leathers,present,,,,False,False
Galilee,105,il_yisrael,wf,leathers,present,,,,False,False
Orkhon Valley,444,mn_zungharian_emp,wf,leathers,unknown,,,,False,False
Southern Mesopotamia,132,iq_abbasid_cal_1,wf,shields,present,,,,False,False
Southern Mesopotamia,484,iq_abbasid_cal_2,wf,shields,present,,,,False,False
Susiana,107,ir_achaemenid_emp,wf,shields,present,,,,False,False
Susiana,508,ir_ak_koyunlu,wf,shields,present,,,,False,False
Ghanaian Coast,113,gh_akan,wf,shields,present,,,,False,False
Southern Mesopotamia,476,iq_akkad_emp,wf,shields,present,,,,False,False
Southern Mesopotamia,479,iq_babylonia_1,wf,shields,present,,,,False,False
Sogdiana,465,uz_khwarasm_1,wf,shields,unknown,,,,False,False
Sogdiana,463,kz_andronovo,wf,shields,present,,,,False,False
Basin of Mexico,6,mx_basin_of_mexico_1,wf,shields,absent,,,,False,False
Crete,67,gr_crete_archaic,wf,shields,present,,,,False,False
Ghanaian Coast,114,gh_ashanti_emp,wf,shields,present,,,,False,False
Kansai,149,jp_ashikaga,wf,shields,present,,,,False,False
Kansai,146,jp_asuka,wf,shields,present,,,,False,False
Paris Basin,448,fr_atlantic_complex,wf,shields,present,,,,False,False
Cambodian Basin,44,th_ayutthaya,wf,shields,present,,,,False,False
Upper Egypt,367,eg_ayyubid_sultanate,wf,shields,present,,,,False,False
Basin of Mexico,16,mx_aztec_emp,wf,shields,present,,,,False,False
Upper Egypt,510,eg_badarian,wf,shields,absent,,,,False,False
Niger Inland Delta,434,ml_bamana_k,wf,shields,present,,,,False,False
Southern Mesopotamia,481,iq_bazi_dyn,wf,shields,present,,,,False,False
Paris Basin,447,fr_beaker_eba,wf,shields,unknown,,,,False,False
,786,gb_british_emp_2,wf,shields,unknown,,,,False,False
Cambodian Basin,35,kh_cambodia_ba,wf,shields,unknown,,,,False,False
Susiana,362,ir_buyid_confederation,wf,shields,present,,,,False,False
Konya Plain,73,tr_byzantine_emp_1,wf,shields,present,,,,False,False
Konya Plain,75,tr_byzantine_emp_2,wf,shields,present,,,,False,False
Crete,76,tr_byzantine_emp_3,wf,shields,present,,,,False,False
Cahokia,22,us_woodland_1,wf,shields,absent,,,,False,False
Cahokia,27,us_emergent_mississippian_1,wf,shields,absent,,,,False,False
Cahokia,34,us_emergent_mississippian_2,wf,shields,absent,,,,False,False
Cahokia,24,us_woodland_3,wf,shields,absent,,,,False,False
Cahokia,25,us_woodland_4,wf,shields,absent,,,,False,False
Cahokia,26,us_woodland_5,wf,shields,unknown,,,,False,False
Cahokia,32,us_cahokia_1,wf,shields,absent,,,,False,False
Cahokia,23,us_woodland_2,wf,shields,unknown,,,,False,False
Cahokia,33,us_cahokia_2,wf,shields,absent,,,,False,False
